HIGH_RISK_score,MONITORING_score,LOW_RISK_score,risk_level
0.10235042971598726,0.8823556990745688,0.015293871209444023,MONITORING
0.9277428314653264,0.048812759968077275,0.023444408566596305,HIGH_RISK
0.9454440347803873,0.050396581668149865,0.004159383551462855,HIGH_RISK
0.2104708005436203,0.6441186244509844,0.14541057500539523,MONITORING
0.7350825834933878,0.22439345539834216,0.04052396110827011,HIGH_RISK
0.37812509288591484,0.5802768898918158,0.04159801722226933,MONITORING
0.15268355227414454,0.8191365987549073,0.028179848970948152,MONITORING
0.05448585701718052,0.04898996141579685,0.8965241815670226,LOW_RISK
0.9213583436332665,0.04294836911882982,0.035693287247903646,HIGH_RISK
0.8731434098203548,0.06697486712929229,0.05988172305035298,HIGH_RISK
0.11949747543434877,0.7775393495374718,0.10296317502817935,MONITORING
0.34372401142453446,0.4532502065994871,0.20302578197597826,MONITORING
0.6846823696936306,0.03855017469630308,0.2767674556100664,HIGH_RISK
0.2104808519513408,0.6441241904203369,0.14539495762832239,MONITORING
0.1167889497388958,0.44077996517716667,0.44243108508393764,LOW_RISK
0.9601744881659561,0.03779569117499185,0.0020298206590520576,HIGH_RISK
0.11949747373574689,0.7775393584091982,0.10296316785505484,MONITORING
0.9485713909871012,0.0507513573795271,0.0006772516333717666,HIGH_RISK
0.40453446618059624,0.5554395578821978,0.04002597593720594,HIGH_RISK
0.06364035139591864,0.923699950522366,0.012659698081715394,MONITORING
0.9277428975386038,0.048812740227708894,0.023444362233687108,HIGH_RISK
0.0114419555012025,0.02590234757864046,0.9626556969201571,LOW_RISK
0.9671579766932502,0.028698184429481147,0.004143838877268568,HIGH_RISK
0.3746957333875413,0.34022832063414954,0.2850759459783092,MONITORING
0.7733842681845501,0.10905158078029004,0.11756415103515984,HIGH_RISK
0.10745134015010858,0.8895581174748748,0.002990542375016599,MONITORING
0.9277428498159773,0.0488127538899232,0.023444396294099556,HIGH_RISK
0.5480244740647949,0.4433484023302596,0.008627123604945325,HIGH_RISK
0.19332180952398817,0.7181703705627105,0.08850781991330134,MONITORING
0.15268251956003762,0.81913863568311,0.0281788447568525,MONITORING
0.011441917151459929,0.02590228314375262,0.9626557997047873,LOW_RISK
0.20216750364348396,0.7733592904068045,0.024473205949711616,MONITORING
0.22786794228900875,0.5164002023381602,0.2557318553728311,MONITORING
0.06476835863141936,0.9001001139173189,0.03513152745126169,MONITORING
0.11949747631782659,0.777539343953219,0.10296317972895445,MONITORING
0.06476835844381772,0.900100114216137,0.03513152734004537,MONITORING
0.8575697683342096,0.1318961073376875,0.010534124328102927,HIGH_RISK
0.8408874788225075,0.15536563666138492,0.003746884516107666,HIGH_RISK
0.011441566094590936,0.02590169363489338,0.9626567402705157,LOW_RISK
0.9350031510954577,0.053784207011659944,0.011212641892882317,HIGH_RISK
0.9454441678198908,0.05039640008697486,0.004159432093134297,HIGH_RISK
0.9277428930997091,0.04881274300151018,0.023444363898780712,HIGH_RISK
0.6342852213417616,0.36063532564627476,0.00507945301196368,HIGH_RISK
0.9601744930874476,0.03779568690606625,0.0020298200064861128,HIGH_RISK
0.9277428919784556,0.0488127436963093,0.02344436432523512,HIGH_RISK
0.25229370829308473,0.3169150692098555,0.4307912224970597,MONITORING
0.10235048854793172,0.8823553889114305,0.015294122540637814,MONITORING
0.1767116671070436,0.786666075505775,0.0366222573871814,MONITORING
0.13254027941363178,0.4771037970480183,0.39035592353834986,MONITORING
0.9194165060358932,0.06551735234618553,0.015066141617921148,HIGH_RISK
0.5489448083504678,0.45072941752337126,0.00032577412616099515,HIGH_RISK
0.07308052612754831,0.5815201453478385,0.34539932852461314,MONITORING
0.11949747563260595,0.7775393467510032,0.10296317761639076,MONITORING
0.06476835220936196,0.9001001375140312,0.035131510276606735,MONITORING
0.06476834975659639,0.9001001457839587,0.03513150445944498,MONITORING
0.8334941129635465,0.10516873083903049,0.06133715619742291,HIGH_RISK
0.7579139282992194,0.15250028553520423,0.08958578616557648,HIGH_RISK
0.17671162600415596,0.7866671465427998,0.03662122745304421,MONITORING
0.7722118969945162,0.16589590451732134,0.06189219848816261,HIGH_RISK
0.17329722895672742,0.42754997516494025,0.3991527958783323,MONITORING
0.8742460225146503,0.12281087032055027,0.002943107164799268,HIGH_RISK
0.7579162084753684,0.15250307112480463,0.08958072039982674,HIGH_RISK
0.063640236360339,0.9237001700690612,0.012659593570599722,MONITORING
0.06929197275105838,0.20460264794989824,0.7261053792990434,LOW_RISK
0.15268315266019883,0.8191373872600934,0.028179460079707612,MONITORING
0.0973062007625066,0.3083375907509148,0.5943562084865787,MONITORING
0.17328798452851202,0.42753853516662926,0.39917348030485866,MONITORING
0.7579133962073744,0.152499627287433,0.0895869765051927,HIGH_RISK
0.054485757095793216,0.04898984596150403,0.8965243969427028,LOW_RISK
0.8742459315901672,0.12281096988755456,0.0029430985222783086,HIGH_RISK
0.927742896527668,0.048812740858363506,0.023444362613968553,HIGH_RISK
0.32054711614026216,0.6657491817232251,0.013703702136512797,MONITORING
0.17848448543790618,0.5954175194070339,0.22609799515505993,MONITORING
0.18229615072892177,0.7997626287507558,0.01794122052032254,MONITORING
0.15268575707851742,0.8191322497487616,0.028181993172720878,MONITORING
0.11949746760042973,0.777539400015403,0.10296313238416716,MONITORING
0.15268251586832346,0.8191386430913415,0.028178841040335016,MONITORING
0.1526827290141112,0.8191382231422075,0.028179047843681256,MONITORING
0.10745148241694151,0.88955795726127,0.0029905603217884667,MONITORING
0.06364037299389567,0.9236999106916031,0.012659716314501251,MONITORING
0.11949747530266185,0.7775393489953087,0.10296317570202944,MONITORING
0.0114418308710068,0.025902137234872346,0.9626560318941209,LOW_RISK
0.1402820427071338,0.7612200134144099,0.09849794387845623,MONITORING
0.38897389987743336,0.5959753009023869,0.015050799220179776,HIGH_RISK
0.15105776787655717,0.7984117490405708,0.05053048308287203,MONITORING
0.06476835804498805,0.9001001159342165,0.035131526020795466,MONITORING
0.8924549031202773,0.08725785244141272,0.020287244438310148,HIGH_RISK
0.11949747474912815,0.7775393523352562,0.10296317291561574,MONITORING
0.8473007168508867,0.07824811183294475,0.07445117131616859,HIGH_RISK
0.8985698228075152,0.05075908647916271,0.050671090713322035,HIGH_RISK
0.22796003247146335,0.5163489865232053,0.2556909810053314,MONITORING
0.11949746695695371,0.7775394100655416,0.1029631229775046,MONITORING
0.9364723414941561,0.06271628654392516,0.0008113719619187666,HIGH_RISK
0.9277428280373644,0.04881276211122463,0.023444409851410896,HIGH_RISK
0.11613497120553748,0.8285302172400452,0.055334811554417454,MONITORING
0.15268552840736122,0.8191327005380952,0.028181771054543548,MONITORING
0.8446654151814403,0.045824539059584696,0.10951004575897506,HIGH_RISK
0.10745147974330753,0.8895579602460424,0.0029905600106501225,MONITORING
0.13170076186669696,0.5218893876736183,0.34640985045968475,LOW_RISK
0.13451268836285432,0.4721936962469921,0.3932936153901535,MONITORING
0.210470262820061,0.6441182719011342,0.14541146527880477,MONITORING
0.06364035029267794,0.9236999536510297,0.012659696056292273,MONITORING
0.06476835794478057,0.9001001157275835,0.03513152632763581,MONITORING
